Note: there are more sheets in this document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each session is found on its own sheet below. There is a session for each time you have renewed these questions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Voter,Location- Which campus are you located?:,First Impressions- What did you think when you first saw the furniture?:,First Impressions- What piece of furniture caught your eye first?: 1,First Impressions- What piece of furniture caught your eye first?: 2,First Impressions- What piece of furniture caught your eye first?: 3,First Impressions- What piece of furniture caught your eye first?: 4,First Impressions- What piece of furniture caught your eye first?: 5,First Impressions- What piece of furniture caught your eye first?: 6,First Impressions- What piece of furniture caught your eye first?: 7,First Impressions- What piece of furniture caught your eye first?: 8,First Impressions- What piece of furniture caught your eye first?: 9,First Impressions- What piece of furniture caught your eye first?: 10,First Impressions- What piece of furniture caught your eye first?: 11,Comfort- Have you tested all 4 chairs?:,Comfort- Which is your favorite chair?:,Comfort- Why is it your favorite chair?: 1,Comfort- Why is it your favorite chair?: 2,Comfort- Why is it your favorite chair?: 3,Comfort- Why is it your favorite chair?: 4,Comfort- How comfortable is your favorite chair?:,Comfort- How long can you comfortably sit in your favorite chair?:,Functionality- Have you tested all 4 tables?:,Functionality- Which is your favorite desk?:,Functionality- Why is it your favorite desk?: 1,Functionality- Why is it your favorite desk?: 2,Functionality- Why is it your favorite desk?: 3,Functionality- Why is it your favorite desk?: 4,Functionality- Which desk gives you enough space to work? (select all that apply): 1,Functionality- Which desk gives you enough space to work? (select all that apply): 2,Functionality- Which desk gives you enough space to work? (select all that apply): 3,Functionality- Which desk gives you enough space to work? (select all that apply): 4,Functionality- Which desk gives you enough space to work? (select all that apply): 5,Functionality- How often are you rearranging the desks during class?:,Functionality- Which desk is easiest to move or adjust? (select all that apply): 1,Functionality- Which desk is easiest to move or adjust? (select all that apply): 2,Functionality- Which desk is easiest to move or adjust? (select all that apply): 3,Functionality- Which desk is easiest to move or adjust? (select all that apply): 4,Functionality- What are your complaints about the desks?: 1,Functionality- What are your complaints about the desks?: 2,Functionality- What are your complaints about the desks?: 3,Functionality- What are your complaints about the desks?: 4,Functionality- What are your complaints about the desks?: 5,Functionality- What are your complaints about the desks?: 6,Functionality- What are your complaints about the desks?: 7,Functionality- What are your complaints about the desks?: 8,Style- Is the most comfortable chair also your favorite chair design?:,Style- If you could redesign anything about the design of the chair what would it be?: 1,Style- If you could redesign anything about the design of the chair what would it be?: 2,Style- If you could redesign anything about the design of the chair what would it be?: 3,Style- If you could redesign anything about the design of the chair what would it be?: 4,Style- Is your favorite desk also your favorite desk design?:,"Style- If you could redesign anything about your favorite desk, what would it be?: 1","Style- If you could redesign anything about your favorite desk, what would it be?: 2",Overall Experience- How does the furniture affect the function of the classroom? :,Overall Experience- What is your overall feeling about the new classroom furniture?: 1,Overall Experience- What is your overall feeling about the new classroom furniture?: 2,Overall Experience- What is your overall feeling about the new classroom furniture?: 3,Overall Experience- Is there anything you miss about your old classroom?: 1,Overall Experience- Is there anything you miss about your old classroom?: 2,Overall Experience- Is there anything you miss about your old classroom?: 3,Overall Experience- Is there anything you miss about your old classroom?: 4,Overall Experience- Any other thoughts or suggesstions?: 1,Overall Experience- Any other thoughts or suggesstions?: 2
2026-01-09,242,Lee Freshman High School,"Wow, I love it!",the place where we put our books at,the place we put our books,,,,,,,,,,Yes,Chair 3,its good for your back,,,,Somewhat comfortable,Entire class,No,Desk 2,idk,,,,All of them,,,,,Classroom layout stays the same,Desk 2,,,,nothing,,,,,,,,Yes. it's awesome,nothing the chair is perfect,,,,Not my style,change color,,It's a nice upgrade,idk,,,no,,,,No,
2026-01-09,243,Lee Freshman High School,"Wow, I love it!",When I first walked in the furniture that caught my eye was the desk.,,,,,,,,,,,Yes,Chair 3,This is my favorite chair because I am able to lean back on the chair and they are comfortable.,,,,Somewhat comfortable,Most of the time,Yes,Desk 3,This is my favorite desk because it doesn't move as much but it still moves. I like the idea of having locks on the wheels.,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,I wish the desk was a bit bigger for more working space.,,,,,,,,Yes. it's awesome,I chair with a comfortable seat.,,,,Yes. it's awesome,I would make the desk bigger for more working space.,,It's a nice upgrade,It's so great I love it.,,,No,,,,No,
2026-01-09,244,Lee Freshman High School,It looks interesting,everything,,,,,,,,,,,Yes,Chair 3,"This chair doesn't have the soft piece to like lying down, but I feel that it is more comfortable than the soft one. It is not too fancy, but it still feels amazing.",,,,Very comfortable,Entire class,Yes,Desk 3,"I like this one because the wheels are lockable, they will not move around, nothing fancy, but everything is good! This edge is not too sharp, but it still may be painful when hit on the edge.",,,,All of them,,,,,Classroom layout stays the same,Desk 3,,,,Not at all,,,,,,,,Yes. it's awesome,"Maybe it could have a hook on the back and hang backpacks, but I don't have a habit of putting backpacks on the chair, any kind of chair, I will just put the backpack on the floor.",,,,Yes. it's awesome,"It could shape the edge more curvily. This feels maybe safer, but either circle or this edge, they both hurt when hit on them, so it does not matter.",,It's a nice upgrade,Amazing!!!!!,,,Not at all,,,,Not at all,
2026-01-09,245,Lee Freshman High School,"Wow, I love it!",the chair that has the hook in the back and a spot to put your feet on.,,,,,,,,,,,Yes,Chair 1,the foot thing on the bottom and its like flexible on the back,,,,Very comfortable,Most of the time,Yes,Desk 3,it has a lot of space for your things,,,,Desk 1,Desk 3,Desk 2,,,Periodically (as needed),Desk 3,Desk 3,,,some of them move a lot or don't have a lot of space,,,,,,,,It's fine,make the chair bigger and safer not so hard and slim so we can crisscross,,,,It's fine,could make it bigger and have a spot on the bottom so you can put your feet on,,It's a nice upgrade,I like it could be better but its way better than before,,,no,,,,make the chairs bigger and softer and a cushion,
2026-01-09,246,Lee Freshman High School,It looks interesting,i thought it was new and fresh and better to do work on,the desk because they where bigger,,,,,,,,,,Yes,Chair 3,becuase it is nice to sit in,,,,Somewhat comfortable,Most of the time,No,Desk 1,becuase it is easy to  work on,,,,Desk 2,Desk 1,,,,Periodically (as needed),Desk 2,,,,that they are to big,,,,,,,,It's fine,how unconfturble they are,,,,It's fine,,,No big difference,that they aree nice,,,nothing much,,,,no,
2026-01-09,247,Lee Freshman High School,"Wow, I love it!",The desk,The chair with the bar under it,,,,,,,,,,Yes,Chair 2,It has a bar for my feet,,,,Somewhat comfortable,Entire class,Yes,Desk 3,The grey one with 2 wheels in the front,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,nothing,,,,,,,,Yes. it's awesome,make it wider,,,,Yes. it's awesome,nothing,,It's a nice upgrade,its good,,,no,,,,nope,
2026-01-09,248,Lee Freshman High School,It looks interesting,the big desk,the big desk,,,,,,,,,,Yes,Chair 3,the back has best support,,,,Somewhat comfortable,Entire class,Yes,Desk 1,big space,,,,Desk 2,,,,,Periodically (as needed),Desk 2,,,,they move alot,,,,,,,,Yes. it's awesome,a bigger chair so I can sit criscross,,,,Yes. it's awesome,wider,,It's a nice upgrade,I love it,,,noipe,,,,nope,nope
2026-01-09,249,Lee Freshman High School,It looks interesting,i like how it has a hook on the back of the chair so i can put my backpack on it,,,,,,,,,,,Yes,Chair 1,my favorite chair is the one w the hook,,,,Somewhat comfortable,None of the class,Yes,Desk 3,bc it has footrest,,,,None of them,,,,,Weekly,Desk 1,,,,their hard and working,,,,,,,,Could be better,beanbag,,,,Could be better,I would want it to come with a sleeping space,,No big difference,very amazed,,,idk I wasn't there,,,,no,
2026-01-09,250,Lee Freshman High School,It looks interesting,I really like the chairs where you have the thing you can put your feet on because it keeps me focused.,The desk with the wheels you can lock,,,,,,,,,,Yes,Chair 1,Because the foot thing keeps me in my seat.,,,,Very comfortable,Most of the time,Yes,Desk 3,Because the wheels lock,,,,All of them,,,,,Periodically (as needed),Desk 3,,,,They move too much,,,,,,,,Yes. it's awesome,Its taller,,,,Yes. it's awesome,Nothing,,It's a nice upgrade,Its good but I have some pros and cons about them,,,no,,,,no,
2026-01-09,251,Lee Freshman High School,It looks interesting,grey desk,,,,,,,,,,,Yes,Chair 1,because its cool,cause its comfy,everything,,Very comfortable,Entire class,Yes,Desk 3,,,,,All of them,,,,,Daily,Desk 3,,,,,,,,,,,,Yes. it's awesome,,,,,Could be better,,,No big difference,,,,,,,,,
2026-01-09,252,Lee Freshman High School,It looks interesting,i like the desks that have the white top,the chair that has the hoop,,,,,,,,,,Yes,Chair 1,because of the hoop,,,,Somewhat uncomfortable,1/2 of the class,Yes,Desk 3,idk its just a desk,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,they are hard,,,,,,,,Could be better,put a pillow on them,,,,Not my style,change it pink,,No big difference,its nth special,,,its the same thing,,,,dont have rats,
2026-01-09,253,Lee Freshman High School,"Wow, I love it!",idk,,,,,,,,,,,Yes,Chair 3,,,,,Very comfortable,1/2 of the class,Yes,Desk 3,,,,,All of them,Desk 1,,,,Classroom layout stays the same,Desk 3,,,,,,,,,,,,Could be better,,,,,Not my style,,,I liked the old setup more,,,,,,,,,
2026-01-09,254,Lee Freshman High School,"Wow, I love it!",I think that the furniture that caught my eye first was how the school  look,,,,,,,,,,,Yes,Chair 2,I think thats my favorite chair bc i like how my back feels on it,,,,Very comfortable,Most of the time,Yes,Desk 2,because I like how is stay there and not move all over the place,,,,All of them,,,,,Daily,Desk 1,,,,I like It because i can work great and I got so much speca to work on it,,,,,,,,Yes. it's awesome,i ready not care,no,,,Yes. it's awesome,I don't redesign nothing,,It's a nice upgrade,I think the classroom is pretty cool,,,no,,,,no,
2026-01-09,255,Lee Freshman High School,It looks interesting,the science labs,,,,,,,,,,,No,Chair 3,Because it is tall enough to where I can rest my back and pop my back whenever.,,,,Somewhat comfortable,Entire class,No,Desk 3,It is stable enough.,,,,All of them,,,,,Classroom layout stays the same,Desk 3,Desk 3,,,,,,,,,,,Could be better,nothing,,,,Could be better,Being adjustable,,No big difference,good,I'm fine with it,,not really,,,,no,
2026-01-09,256,Lee Freshman High School,It looks interesting,the desks,the dark grey desks,,,,,,,,,,No,Chair 3,the look and the comfortablility,,,,Very comfortable,Entire class,No,Desk 3,the color and height,,,,Desk 3,Desk 3,,,,Periodically (as needed),Desk 3,,,,none,,,,,,,,Yes. it's awesome,none,,,,Yes. it's awesome,none,,It's a nice upgrade,none,,,none,,,,none,
2026-01-09,257,Lee Freshman High School,It looks interesting,absolutely nothing,,,,,,,,,,,Yes,Chair 3,its comfortable,,,,Neither comfortable nor uncomfortable,Most of the time,Yes,Desk 1,n,,,,All of them,,,,,Periodically (as needed),Desk 3,,,,j,,,,,,,,Could be better,k,,,,Could be better,k,,No big difference,don't care,,,no,,,,no,
2026-01-09,258,Midland Freshman High School,It looks interesting,The Door,,,,,,,,,,,Yes,Chair 4,it gives me enough space to be comfy and to not be crump up cause im kinda tall,,,,Very comfortable,Entire class,Yes,Desk 3,it gives me enough space to put my stuff on it,,,,Desk 3,,,,,Periodically (as needed),Desk 1,,,,some dont give me enough space for my legs,,,,,,,,It's fine,I would put a chair with a comfier seat so your bottom wont hurt if you sit on it for too long.,,,,It's fine,make it like easier to move and be a little more wide,,It's a nice upgrade,"is okay, is not bad",,,not really,,,,donr have any other suggestions,
2026-01-09,259,Lee Freshman High School,It looks interesting,the chars connected to the desk.,the desks that are connected to the  char .,the first thing I sall that was interesting that caught my eye are the  old desks that are connected to the chars that have a metal rod on the side of the chair .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,260,Lee Freshman High School,It looks interesting,I like the grey top desks that have a T looking leg shape with larger wheels and I like the chair that has a hook on the back of the desk to hold your backpack.,"I like the desk that has a grey top and has a T shape of legs with larger wheels, and I like the chairs that have a hook on the back of the chair to hold you backpack.",,,,,,,,,,Yes,Chair 1,it has a hook on the back of the chair for holding you bag.,,,,Very comfortable,Entire class,Yes,Desk 3,it has larger wheels and is more stable.,,,,Desk 3,Desk 3,,,,Periodically (as needed),Desk 2,Desk 3,Desk 3,,some of them wobble around and break easily.,,,,,,,,Yes. it's awesome,it would have a hook on the back of the chair and on the sides and no holes in the chairs back or bottom.,,,,Yes. it's awesome,it would have 4 locking wheels and a larger table top.,,It's a nice upgrade,it gives you more space to work and it is easier to rearrange the classroom if needed,,,no the old desks we not big enough,,,,all desks need to have a hook on the legs for extra bags and they need to have 4 rolling and  locking wheels.,
2026-01-09,261,Lee Freshman High School,"Wow, I love it!",The desk,,,,,,,,,,,Yes,Chair 4,good back support,comphertable,,,Very comfortable,Entire class,Yes,Desk 1,its big,,,,Desk 3,Desk 1,,,,Periodically (as needed),Desk 3,Desk 3,,,some desk don't lock,,,,,,,,Yes. it's awesome,nothing,,,,It's fine,none,,It's a nice upgrade,good,,,no,,,,no,
2026-01-09,262,Lee Freshman High School,It looks interesting,the tabel's,the tabel's,the table's,the table's,,,,,,,,Yes,Chair 1,because its heavy,,,,Neither comfortable nor uncomfortable,Entire class,Yes,Desk 3,because its long,,,,Desk 3,Desk 1,,,,Periodically (as needed),Desk 3,,,,some are annoying because if you touch it a little bet it moves fast,,,,,,,,Not my style,that it would be good better if they can go back and forth,,,,Not my style,for it to have a lever for it to go up and down,,No big difference,its not bad but its not the worst,,,no,,,,that the tables could have a leg holder,
2026-01-09,263,Midland Freshman High School,It looks interesting,"Bigger and Wider, more space for my stuff.",,,,,,,,,,,No,Chair 1,"Not Stiff and Hard, it has this nice rubbery feel to it that makes it comfortable.",,,,Somewhat comfortable,Entire class,No,Desk 1,Lots of room to put my stuff on it.,,,,Desk 1,,,,,Classroom layout stays the same,Desk 3,Desk 3,,,No Complaints so far.,,,,,,,,It's fine,It could be a Chair and not just designed for your upper back.,,,,Could be better,Could use some more color.,,It's a nice upgrade,It's fine.,,,Nothing to miss.,,,,No thoughts or suggestions.,
2026-01-09,264,Lee Freshman High School,It looks interesting,the desk,,,,,,,,,,,Yes,Chair 4,I do not know I just like it.,,,,Somewhat comfortable,Most of the time,No,Desk 2,I just like it.,,,,Desk 3,,,,,Weekly,Desk 3,,,,,,,,,,,,It's fine,I do not know,,,,It's fine,,,No big difference,it is a good,,,no,,,,,
2026-01-09,265,Lee Freshman High School,It looks interesting,"The chairs have backpack holders, and the desk is large.",,,,,,,,,,,No,Chair 3,,,,,Somewhat uncomfortable,Most of the time,Yes,Desk 2,,,,,Desk 2,,,,,Periodically (as needed),Desk 3,,,,I wish they were softer or had some type of cushion.,,,,,,,,Could be better,Put cushioning on it.,,,,Could be better,,,No big difference,,,,,,,,,
2026-01-09,266,Lee Freshman High School,"Wow, I love it!",i like the desks a lot because i like having a lot of space of them but without it taking to much classroom space up,,,,,,,,,,,Yes,Chair 3,because the seat is wider,the back of the cair is very big also and i feel supported,,,Somewhat comfortable,1/2 of the class,Yes,Desk 3,the space,,,,Desk 3,Desk 3,,,,Periodically (as needed),Desk 3,Desk 3,,,i dont think i have any,,,,,,,,Yes. it's awesome,if it had the littile dents for my backpack it would be perfect,,,,Yes. it's awesome,no complaints,,It's a nice upgrade,i love it,,,no,,,,nope,
2026-01-09,267,Lee Freshman High School,"Wow, I love it!",I like the gray top desk it has a large top and the wheels lock to it doesn't move and the chair like like has the crevs on the  back so I can hang my backpack on it,,,,,,,,,,,Yes,Chair 3,I like it because it has  space and it is comfortable,,,,Somewhat comfortable,Entire class,Yes,Desk 3,it has a large top which I like that so I have room for all of my stuff when I'm working,the wheels lock so the desk doesn't move witch I like that,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,I don't have complaint about any of the desks,,,,,,,,Yes. it's awesome,I would like if chairs had wheels on them,,,,It's fine,no,,It's a nice upgrade,it is good,,,no there is not,,,,no I do not have any other thoughts or suggestions,
2026-01-09,268,Lee Freshman High School,It looks interesting,the chair with the backpack hanger in the back and the grey desks,,,,,,,,,,,Yes,Chair 3,its bigger and flexable,,,,Very comfortable,Entire class,Yes,Desk 3,its not too bright and doesn't bother or tire my eyes,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,the light brown ones bother my eyes because they are kinda bright so it like makes me tired in a way,,,,,,,,It's fine,I would put a backpack hook in the back,,,,Yes. it's awesome,I wouldn't change anything,,No big difference,I like some,,,nope,,,,naur,
2026-01-09,269,Lee Freshman High School,It looks interesting,the brown top desk,the brown top desk,,,,,,,,,,Yes,Chair 3,feels nice and comfy,makes me feel relaxed,,,Very comfortable,Entire class,Yes,Desk 3,it has lots of space,,,,Desk 3,Desk 1,,,,Classroom layout stays the same,Desk 3,,,,,,,,,,,,It's fine,nothing,,,,It's fine,nothing,,It's a nice upgrade,its better than the old ones,,,no,,,,no,
2026-01-09,270,Lee Freshman High School,It looks interesting,the desk,,,,,,,,,,,No,Chair 3,most comfortable,,,,Very comfortable,Entire class,No,Desk 3,sturdy,,,,Desk 3,,,,,Classroom layout stays the same,Desk 1,,,,nothing,,,,,,,,It's fine,nothing,,,,It's fine,i would not,,It's a nice upgrade,its good,,,no,,,,no,
2026-01-09,271,Lee Freshman High School,It looks interesting,It's different than the ones before.,the tables and chair,,,,,,,,,,Yes,Chair 2,cause of the handle it has for the bags and its comfortable.,,,,Somewhat comfortable,Most of the time,Yes,Desk 1,it has more space but the legs from the table stick out and its bothering.,,,,Desk 3,Desk 1,,,,Periodically (as needed),Desk 3,Desk 2,,,the wheels and they have a good amount of space which is really good for big books and Chromebooks.,,,,,,,,It's fine,nothing it looks perfectly fine the way it is.,,,,Yes. it's awesome,the wheels and the legs of the chair sticking out.,,It's a nice upgrade,its a little more crowded but at least we have space.,,,no,,,,no,
2026-01-09,272,Lee Freshman High School,It looks interesting,The desks look alot more modern compared to the older ones,,,,,,,,,,,Yes,Chair 3,seats wide and comfy,,,,Somewhat comfortable,Most of the time,Yes,Desk 3,desk can be moved and gives enough work space,,,,Desk 3,Desk 3,,,,Periodically (as needed),Desk 3,,,,I don't have any complaints about the desks really other than make the chairs more comfy,,,,,,,,It's fine,more comfortable material on the seat,,,,It's fine,nothing besides make the seats comfier,,No big difference,doesn't make a huge difference the class still feels like a normal class like It should,,,Carpet flooring,,,,No,
2026-01-09,273,Lee Freshman High School,How is this going to work?,,,,,,,,,,,,Yes,Chair 3,,,,,Somewhat comfortable,Most of the time,Yes,Desk 3,,,,,Desk 3,,,,,Classroom layout stays the same,Desk 3,,,,,,,,,,,,Could be better,,,,,It's fine,,,No big difference,,,,,,,,,
2026-01-09,274,Lee Freshman High School,It looks interesting,"the tall wide desk with bigger wheels, and the chairs withe the holes in the back.",I liked all of the furniture but my favorites are the wide surface desk with big wheels. I like how tall they are and how much space I have under neath.,I like the tall pointy edge desk and the chairs with holes.,,,,,,,,,No,Chair 3,because it is wide and feels most comfortable.,,,,Somewhat comfortable,Most of the time,No,Desk 3,because its taller than all the rest so I have better posture.,,,,All of them,,,,,Periodically (as needed),Desk 3,,,,same parts stick out of some of the desks.,,,,,,,,It's fine,the seat to be more cunfy and to be able to sit backwards cumfortably.,,,,It's fine,the top to be bigger.,,It's a nice upgrade,I like it better.,,,no,,,,have more hooks for bags.,
2026-01-09,275,Lee Freshman High School,It looks interesting,The big desk,,,,,,,,,,,Yes,Chair 2,Because it holds your backpack better then other chairs.,,,,Somewhat comfortable,Entire class,Yes,Desk 3,Because it is very big and I have a lot of room for my stuff,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,no complains about the desk I like,,,,,,,,It's fine,bigger,,,,It's fine,To be bigger,,It's a nice upgrade,"It was very nice, all the new desk and chairs are nice.",,,no,,,,no,
2026-01-09,276,Lee Freshman High School,It looks interesting,they have nice tables lots of room,"nice tables lots of room, seats are nice",,,,,,,,,,Yes,Chair 4,its closed off at the bottom,,,,Somewhat comfortable,Most of the time,No,Desk 3,lots of room,,,,Desk 3,,,,,Periodically (as needed),Desk 3,Desk 1,Desk 3,,"nice looking, lots of room",,,,,,,,It's fine,nothing,,,,It's fine,nothing,,It's a nice upgrade,nice,,,no,,,,no,
2026-01-09,277,Lee Freshman High School,It looks interesting,"For desks I liked the beige ones, I liked how tall they were and for chairs I liked the grey ones with holes  on where you rest your back, I also liked how wide they were from where you sit.",,,,,,,,,,,No,Chair 3,I like it more cs its bigger and wider we fit more comfortable,,,,Very comfortable,Entire class,No,Desk 2,I like how you can lock the wheels so they won't move and look wise they are really pretty they are also really spacious,because its spacious,,,Desk 1,Desk 2,,,,Periodically (as needed),Desk 3,Desk 1,Desk 2,Desk 3,the white one with round edges moves to much and you aren't able to lock the wheels,,,,,,,,It's fine,maybe add more colors other than gray,,,,Could be better,make them less slippery,,It's a nice upgrade,I like it,,,no if I'm being honest,,,,maybe add like add the little holes under the desk to be able to storage our stuff there,
2026-01-09,278,Lee Freshman High School,It looks interesting,I think the chairs mayne with the holes all on the back,the chairs with a lot of holes at the back,,,,,,,,,,No,Chair 3,"because it has a bigger base and back, I like large chairs",,,,Neither comfortable nor uncomfortable,1/2 of the class,Yes,Desk 3,because its a big desk and has wheels that you can lock.,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,one of the desks have wheels that cant lock and its annoying when your trying to work and the table keeps slipping and slideing,,,,,,,,It's fine,i would put cushions on them because they hurt but some people cant handle them.,,,,It's fine,I would put a cushion,,It's a nice upgrade,its cute,,,not really,,,,no,
2026-01-09,279,Lee Freshman High School,How is this going to work?,The Legacy high School is the beautiful school that I saw ever,,,,,,,,,,,Yes,Chair 3,I prefer the gray one is confortable,,,,Very comfortable,Entire class,Yes,Desk 2,I prefer the desk doesn't move to much,,,,Desk 2,,,,,Weekly,Desk 3,,,,I don't like the desk move to much,,,,,,,,Yes. it's awesome,The think for put our feet,,,,Yes. it's awesome,Don't put think to move,,It's a nice upgrade,I like it so much,,,no,,,,no,
2026-01-09,280,Lee High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,281,Lee High School,"Wow, I love it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,282,Lee Freshman High School,It looks interesting,no,the chairs with  the hooks,,,,,,,,,,No,Chair 2,i dont need to tell you!,,,,Somewhat comfortable,Entire class,Yes,Desk 3,ol,,,,Desk 3,,,,,Periodically (as needed),Desk 3,,,,none,,,,,,,,It's fine,n,,,,Yes. it's awesome,n,,It's a nice upgrade,kinda good but could be better :P,,,NO,,,,remove the phone law,
2026-01-09,283,Lee Freshman High School,It looks interesting,I like the chair with a hook on the back that chair was really interesting,The desks are not as interesting but I like the wider desk so I can put more of my stuff on it,,,,,,,,,,No,Chair 1,the hook to put my backpack on it. its by far the best chair of all,,,,Very comfortable,Most of the time,No,Desk 1,not too much movement on it and its really big to put my stuff on it,,,,Desk 1,,,,,Daily,Desk 1,,,,it could have 4 wheels but other then that its all good,,,,,,,,Could be better,I don't really know tbh,,,,Could be better,perfect size but 4 wheels would make it better,,No big difference,I don't really care how the class looks tbh,,,when we didn't use computers and it was paper and pencil,,,,no that's all I got,
2026-01-09,284,Lee Freshman High School,It looks interesting,that it can carry 40 pound stuff and cool details and want me to sit on it next new high school.,,,,,,,,,,,Yes,Chair 4,the details and the back looks cool,,,,Somewhat comfortable,Most of the time,Yes,Desk 3,looks amazing,,,,Desk 1,Desk 3,,,,Classroom layout stays the same,Desk 2,,,,none,,,,,,,,Yes. it's awesome,none I like it what it looks like rn,,,,Yes. it's awesome,none,none,It's a nice upgrade,sickkkkk cooll,,,nope,,,,no I'm good,
2026-01-09,285,Lee Freshman High School,"Wow, I love it!",,,,,,,,,,,,Yes,Chair 3,,,,,Very comfortable,Entire class,Yes,Desk 3,,,,,Desk 3,,,,,Periodically (as needed),Desk 3,Desk 3,,,,,,,,,,,It's fine,,,,,Could be better,,,It's a nice upgrade,,,,no,,,,,
2026-01-09,286,Lee Freshman High School,"Wow, I love it!",The desk definitely caught my eyes the first time I walk in the class cause they look like mini tables and they just have enough room. The only thing bad with it is that it has wheels.,,,,,,,,,,,Yes,Chair 3,It is comfortable.,You can also hang your backpack on it.,,,Somewhat comfortable,Entire class,No,Desk 1,I don't know if it is just my favorite cause I sit at the desk.,I don't know.,it is is big.,,All of them,,,,,Classroom layout stays the same,Desk 2,,,,there is no complaints,none,none,none,none,none,there is no complaints about the desk.,I have no complaints about the desk.,Could be better,I wouldn't design anything else.,,,,Yes. it's awesome,No I wouldn't redesign anything.,,It's a nice upgrade,I really don't care.,,,No everything about school sucks.,,,,nope.,
2026-01-09,287,Lee Freshman High School,It looks interesting,I think the desk with two wheels because there was a lot of room for my computer and my papers and book.,,,,,,,,,,,No,Chair 3,I like to sit with one leg up so there is more room for me to sit and adjust.,,,,Somewhat comfortable,Most of the time,No,Desk 1,because there is more room for my papers books and computer and it just more easier to move around.,,,,Desk 1,,,,,Periodically (as needed),Desk 1,,,,I don't really like small desks because I feel like when the desk is small everything is just crowded and I don't have room to write with our textbooks and have my computer next to it as well,,,,,,,,It's fine,um I'm not sure because I think it fits every size and has a lot of room so it's a really good chair.,,,,Yes. it's awesome,um nothing because it already has a great amount of space and is comfortable.,,It's a nice upgrade,I guess it was good.,,,no I didn't like the chairs that are connected to the desks because it felt really crowded and close.,,,,no,
2026-01-09,288,Lee Freshman High School,"Wow, I love it!",the desk,the desk,,,,,,,,,,No,Chair 1,its comfterable,v v,,,Very comfortable,Entire class,No,Desk 3,it has enough space,,,,Desk 1,,,,,Classroom layout stays the same,Desk 3,Desk 1,Desk 3,Desk 2,none,,,,,,,,Yes. it's awesome,nothing,,,,Yes. it's awesome,nothing,,It's a nice upgrade,its cool,,,no,,,,no,
2026-01-09,289,Lee Freshman High School,"Wow, I love it!","Ive been in a LOT of different chairs and desks, and I will say these are the most comfortable chairs and desks I have been in",,,,,,,,,,,Yes,Chair 1,"when I'm in ANY chair, my legs fall asleep and go numb quickly because of the end of the chair where my legs go off. And with the bar on the front legs I can put my feet there and my legs will not num",,,,Very comfortable,Entire class,Yes,Desk 3,"The Bars on the side gives me a definite line on where my desk is, and my neighbor's desk is,  so I don't play footsie with them, and the bars also act as a good spot to rest my feet the desk is big",,,,Desk 3,Desk 1,Desk 2,,,Periodically (as needed),Desk 1,Desk 3,,,"The bars that stick out on the wide brown one are very inconvenient, especially when putting them side by side; it is not even when you do I also ding my hip and get my backpack caught on it when leav",,,,,,,,Could be better,I'd want to make the chair itself wider so I can comfortably sit in multiple positions without needing to worry about falling off the chair because of the way my legs are positioned,,,,Could be better,"I also think this should be bigger. not too much bigger, but I'd personally like it the same size as the brown one",,It's a nice upgrade,"I enjoy it; it is a nice change compared to the old furniture. They are usually very compact and uncomfortable, while this is spacious and much more confortable",,,Nope..,,,,None,
2026-01-09,290,Lee Freshman High School,It looks interesting,the wide seat's with a paturn of holes bc I like wide chairs instead of small crampy one's.,,,,,,,,,,,No,Chair 4,bc the small bumps make it feel slightly like a mesague chair.,bc its wide instead of cramped,,,Neither comfortable nor uncomfortable,1/2 of the class,No,Desk 3,I like it bc if I unlock the wheels then I can sway it back and forth just a little to kinda cure my figityneess.,the one with 4 wheels,,,Desk 3,,,,,Classroom layout stays the same,Desk 3,Desk 3,,,some are too high and others don't lock when needed,,,,,,,,It's fine,make the back rest a thick rubber that can withstand the weight but can feel comfortable on my back,,,,Not my style,make it more confortable,,No big difference,i like the brighter color but it makes moving around difficult,,,nothing,,,,not comfy enough,
2026-01-09,291,Lee Freshman High School,It looks interesting,any of them,"any of them, all of them is fine for me I don't mind of them",,,,,,,,,,Yes,Chair 4,I don't know any,,,,Somewhat comfortable,Entire class,Yes,Desk 1,because I don't know its comfortable,,,,All of them,,,,,Daily,Desk 1,,,,I don't know,,,,,,,,It's fine,I don't know,,,,It's fine,I don't know,,No big difference,I don't know,,,no none,,,,no thank you,
